,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v
3218,Massachusetts,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,403.0,46.28,32.51,7.381739907109681,0.0,46.21077,34.64537,4.659761409860664,0.0,0,1,0,0
3219,New York,2016-09-07,2016-09-13,Google Consumer Surveys,0.5555555555555556,915.0,39.81,31.36,5.45,0.0,47.56296,40.18879,1.348874,0.0,0,1,0,0
3220,Oregon,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,403.0,42.39,27.93,10.15,0.0,50.40743,37.52427,5.830685,0.0,0,1,0,0
3221,U.S.,2016-03-31,2016-04-03,Harvard University,0.3333333333333333,3587.0,46.0,40.0,7.381739907109681,0.0,44.95583,42.02061,4.659761409860664,0.0,0,1,0,0
3222,New Jersey,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,738.0,35.95,33.11,6.52,0.0,43.84984,42.29955,2.233565,0.0,0,1,0,0
3223,U.S.,2016-08-29,2016-09-04,CVOTER International,0.3333333333333333,1226.0,48.55,46.5,7.381739907109681,0.0,47.39166,44.27657,4.659761409860664,0.0,0,1,0,0
3224,U.S.,2016-09-12,2016-09-18,USC Dornsife/LA Times,0.3333333333333333,2433.5,41.11,47.77,7.381739907109681,0.0,43.5197,45.78115,4.659761409860664,0.0,0,1,0,0
3225,Oregon,2016-05-10,2016-05-13,Clout Research/Wenzel Strategies,0.1111111111111111,649.0,42.0,44.0,7.381739907109681,0.0,42.00606,43.82209,4.659761409860664,0.0,0,1,0,0
3226,Illinois,2016-03-04,2016-03-10,Marist College,0.8888888888888888,1949.0,57.0,32.0,7.381739907109681,0.0,55.12963,35.71187,4.659761409860664,0.0,0,0,1,0
3227,Ohio,2016-08-26,2016-09-01,Ipsos,0.7777777777777777,372.5,43.1,45.95,7.381739907109681,0.0,42.97681,46.82488,4.659761409860664,0.0,0,1,0,0
3228,Washington,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,341.0,49.27,32.57,7.381739907109681,0.0,49.01266,34.34163,4.659761409860664,0.0,0,1,0,0
3229,California,2016-09-07,2016-09-13,Google Consumer Surveys,0.5555555555555556,1572.0,43.37,26.36,8.99,0.0,51.12728,35.1944,4.888874,0.0,0,1,0,0
3230,Iowa,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,372.5,41.22,41.45,7.381739907109681,0.0,40.46792,43.51781,4.659761409860664,0.0,0,1,0,0
3231,Maryland,2016-08-05,2016-08-25,Ipsos,0.7777777777777777,525.0,53.02,30.47,7.381739907109681,0.0,52.69075,32.38381,4.659761409860664,0.0,0,1,0,0
3232,Florida,2016-06-21,2016-06-24,YouGov,0.5555555555555556,1192.0,44.0,41.0,3.0,0.0,47.53918,45.28711,0.6218556,0.0,0,1,0,0
3233,North Carolina,2016-08-19,2016-09-01,Ipsos,0.7777777777777777,403.0,48.92,43.83,7.381739907109681,0.0,48.95225,44.93111,4.659761409860664,0.0,0,1,0,0
3234,New York,2016-08-12,2016-08-18,Ipsos,0.7777777777777777,1000.0,51.99,29.64,7.381739907109681,0.0,51.9376,32.09962,4.659761409860664,0.0,0,1,0,0
3235,U.S.,2016-08-18,2016-08-20,Morning Consult,0.3333333333333333,2001.0,39.0,36.0,8.0,0.0,43.92688,43.61547,2.231982,0.0,0,0,1,0
3236,U.S.,2016-05-31,2016-06-05,IBD/TIPP,0.7777777777777777,837.0,45.0,40.0,7.381739907109681,0.0,48.34197,43.45657,4.659761409860664,0.0,0,0,1,0
3237,Wisconsin,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,778.0,40.83,29.07,8.31,0.0,48.75732,38.2969,4.023566,0.0,0,1,0,0
3238,Oklahoma,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,372.5,29.21,58.44,7.381739907109681,0.0,27.49439,59.36002,4.659761409860664,0.0,0,1,0,0
3239,Michigan,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,618.0,35.17,29.24,7.78,0.0,43.01808,38.3592,3.493566,0.0,0,1,0,0
3240,U.S.,2016-08-13,2016-08-17,Ipsos,0.7777777777777777,1116.0,39.5,35.4,7.1,0.0,41.41698,39.8439,3.989076,0.0,0,1,0,0
3241,New York,2016-08-19,2016-08-25,Ipsos,0.7777777777777777,500.0,53.3,31.38,7.381739907109681,0.0,53.72556,33.1961,4.659761409860664,0.0,0,1,0,0
3242,Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,341.0,33.58,32.81,8.15,0.0,41.56164,42.35257,3.830685,0.0,0,1,0,0
3243,New York,2016-04-15,2016-04-17,Emerson College,0.5555555555555556,1041.0,55.0,36.0,7.381739907109681,0.0,54.00657,36.05464,4.659761409860664,0.0,0,1,0,0
3244,U.S.,2016-09-11,2016-09-17,USC Dornsife/LA Times,0.3333333333333333,2508.5,40.98,47.7,7.381739907109681,0.0,43.39322,45.74012,4.659761409860664,0.0,0,1,0,0
3245,Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,286.0,40.04,26.88,9.46,0.0,47.75889,36.69778,5.171924,0.0,0,1,0,0
3246,Mississippi,2016-03-28,2016-03-30,"Mason-Dixon Polling & Research, Inc.",0.6666666666666665,618.0,43.0,46.0,7.381739907109681,0.0,41.80843,49.4924,4.659761409860664,0.0,0,0,1,0
3247,U.S.,2016-08-28,2016-09-03,CVOTER International,0.3333333333333333,1251.0,49.37,45.52,7.381739907109681,0.0,48.20887,43.31871,4.659761409860664,0.0,0,1,0,0
3248,Missouri,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,372.5,46.15,41.13,7.381739907109681,0.0,45.12907,42.75386,4.659761409860664,0.0,0,1,0,0
3249,California,2016-05-31,2016-06-03,YouGov,0.5555555555555556,1192.0,48.0,33.0,7.381739907109681,0.0,49.1915,35.01883,4.659761409860664,0.0,0,1,0,0
3250,U.S.,2016-09-22,2016-09-24,The Times-Picayune/Lucid,0.3333333333333333,1251.0,42.0,39.0,7.0,0.0,44.35987,44.25793,2.367388,0.0,0,1,0,0
3251,Nebraska,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,174.0,24.5,38.25,11.3,0.0,32.18918,48.02152,7.011924,0.0,0,1,0,0
3252,New Mexico,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,207.0,41.65,25.13,19.84,0.0,49.37478,34.95696,15.55192,0.0,0,1,0,0
3253,U.S.,2016-09-26,2016-10-02,SurveyMonkey,0.1111111111111111,26749.5,46.0,40.0,9.0,0.0,46.08079,42.42253,3.526254,0.0,0,1,0,0
3254,U.S.,2016-09-10,2016-09-16,USC Dornsife/LA Times,0.3333333333333333,2560.5,41.23,47.22,7.381739907109681,0.0,43.64671,45.28746,4.659761409860664,0.0,0,1,0,0
3255,U.S.,2016-08-12,2016-08-16,Ipsos,0.7777777777777777,1116.0,40.0,35.2,7.8,0.0,41.85073,39.70427,4.705981,0.0,0,1,0,0
3256,Wisconsin,2016-04-12,2016-04-15,St. Norbert College,0.7777777777777777,618.0,46.0,34.0,7.381739907109681,0.0,45.66917,37.89381,4.659761409860664,0.0,0,0,1,0
3257,Louisiana,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,434.0,38.11,48.16,7.381739907109681,0.0,37.7879,50.35556,4.659761409860664,0.0,0,1,0,0
3258,U.S.,2016-08-27,2016-09-02,CVOTER International,0.3333333333333333,1251.0,49.25,45.13,7.381739907109681,0.0,48.09598,42.96571,4.659761409860664,0.0,0,1,0,0
3259,Oregon,2016-08-05,2016-08-25,Ipsos,0.7777777777777777,465.0,44.92,36.58,7.381739907109681,0.0,44.27813,38.36528,4.659761409860664,0.0,0,1,0,0
3260,Pennsylvania,2016-08-12,2016-08-18,Ipsos,0.7777777777777777,778.0,45.79,45.28,7.381739907109681,0.0,45.28409,47.19728,4.659761409860664,0.0,0,1,0,0
3261,Connecticut,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,341.0,43.88,26.51,8.72,0.0,51.7183,36.51371,4.431924,0.0,0,1,0,0
3262,Indiana,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,341.0,36.31,54.13,7.381739907109681,0.0,34.56884,55.01332,4.659761409860664,0.0,0,1,0,0
3263,Connecticut,2016-04-10,2016-04-11,Emerson College,0.5555555555555556,1041.0,48.0,40.0,7.381739907109681,0.0,46.30123,39.7132,4.659761409860664,0.0,0,1,0,0
3264,Georgia,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,500.0,43.33,46.33,7.381739907109681,0.0,42.7515,47.48124,4.659761409860664,0.0,0,1,0,0
3265,Pennsylvania,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,802.0,33.0,34.57,10.74,0.0,40.71123,43.5032,6.453565,0.0,0,1,0,0
3266,Colorado,2016-08-05,2016-08-25,Ipsos,0.7777777777777777,552.0,43.04,39.74,7.381739907109681,0.0,41.79034,40.89575,4.659761409860664,0.0,0,1,0,0
3267,New Hampshire,2016-04-11,2016-04-16,Dartmouth College,0.5555555555555556,372.5,34.0,29.0,7.381739907109681,0.0,35.77157,34.62419,4.659761409860664,0.0,0,0,1,0
3268,U.S.,2016-08-30,2016-09-01,The Times-Picayune/Lucid,0.3333333333333333,1083.0,43.0,34.0,9.0,0.0,45.84131,40.01566,3.744904,0.0,0,1,0,0
3269,South Carolina,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,286.0,41.09,50.04,7.381739907109681,0.0,40.61251,52.078,4.659761409860664,0.0,0,1,0,0
3270,U.S.,2016-10-01,2016-10-03,YouGov,0.5555555555555556,915.0,43.0,40.0,5.0,0.0,46.30094,45.25875,2.567282,0.0,0,0,1,0
3271,U.S.,2016-08-11,2016-08-15,Ipsos,0.7777777777777777,1116.0,40.4,34.4,8.1,0.0,42.21324,38.94485,5.030067,0.0,0,1,0,0
3272,U.S.,2016-08-26,2016-09-01,CVOTER International,0.3333333333333333,1251.0,48.98,45.46,7.381739907109681,0.0,47.83412,43.34364,4.659761409860664,0.0,0,1,0,0
3273,Virginia,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,649.0,47.58,36.67,7.381739907109681,0.0,47.31274,38.25294,4.659761409860664,0.0,0,1,0,0
3274,U.S.,2016-09-09,2016-09-15,USC Dornsife/LA Times,0.3333333333333333,2508.5,41.04,47.41,7.381739907109681,0.0,43.46505,45.48721,4.659761409860664,0.0,0,1,0,0
3275,Florida,2016-08-26,2016-09-01,Ipsos,0.7777777777777777,600.0,48.23,44.6,7.381739907109681,0.0,48.91302,46.27288,4.659761409860664,0.0,0,1,0,0
3276,Kentucky,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,372.5,34.88,39.74,7.66,0.0,42.444,49.31661,3.371923,0.0,0,1,0,0
3277,Michigan,2016-08-19,2016-09-01,Ipsos,0.7777777777777777,500.0,41.5,42.49,7.381739907109681,0.0,41.09111,43.25212,4.659761409860664,0.0,0,1,0,0
3278,Ohio,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,837.0,29.08,35.47,9.51,0.0,36.89756,44.54773,5.223566,0.0,0,1,0,0
3279,Idaho,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,174.0,24.07,40.41,15.11,0.0,31.29459,50.83335,10.91112,0.0,0,1,0,0
3280,U.S.,2016-09-21,2016-09-23,The Times-Picayune/Lucid,0.3333333333333333,1157.5,42.0,38.0,9.0,0.0,44.42528,43.24786,4.344448,0.0,0,1,0,0
3281,U.S.,2016-08-15,2016-08-16,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,1000.0,41.0,39.0,9.0,0.0,43.47845,43.73645,5.450114,0.0,0,1,0,0
3282,Georgia,2016-05-09,2016-05-12,Time/Abt SRBI,0.7777777777777777,837.0,41.0,45.0,7.381739907109681,0.0,41.92482,48.80692,4.659761409860664,0.0,0,0,1,0
3283,Washington,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,600.0,40.49,26.91,10.23,0.0,48.54216,36.55442,5.910685,0.0,0,1,0,0
3284,Georgia,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,552.0,25.87,43.94,8.9,0.0,33.386,52.81,4.580685,0.0,0,1,0,0
3285,U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,1.0,837.0,44.0,46.0,7.381739907109681,0.0,43.38139,48.4281,4.659761409860664,0.0,0,0,1,0
3286,Illinois,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,1192.0,34.91,29.27,9.22,0.0,42.7003,38.31068,4.933566,0.0,0,1,0,0
3287,Ohio,2016-08-12,2016-08-18,Ipsos,0.7777777777777777,837.0,45.31,38.71,7.381739907109681,0.0,44.6188,40.50812,4.659761409860664,0.0,0,1,0,0
3288,Texas,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,1157.5,30.5,39.55,9.18,0.0,38.24264,48.52589,4.893566,0.0,0,1,0,0
3289,U.S.,2016-09-19,2016-09-21,The Times-Picayune/Lucid,0.3333333333333333,1290.0,41.0,40.0,8.0,0.0,43.50698,45.26969,3.277802,0.0,0,1,0,0
3290,California,2016-08-12,2016-08-18,Ipsos,0.7777777777777777,1192.0,63.14,26.06,7.381739907109681,0.0,62.83726,28.27206,4.659761409860664,0.0,0,1,0,0
3291,Virginia,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,600.0,38.52,29.96,10.23,0.0,46.25185,39.14177,5.910685,0.0,0,1,0,0
3292,U.S.,2016-06-15,2016-06-26,Pew Research Center,0.6666666666666665,1645.0,45.0,36.0,11.0,0.0,47.54013,40.94243,6.186181,0.0,0,0,1,0
3293,Florida,2016-06-10,2016-06-16,Saint Leo University,0.3333333333333333,465.0,45.8,33.1,5.9,0.0,47.08817,39.67825,1.626889,0.0,0,1,0,0
3294,U.S.,2016-09-08,2016-09-14,USC Dornsife/LA Times,0.3333333333333333,2508.5,41.34,47.22,7.381739907109681,0.0,43.77347,45.32092,4.659761409860664,0.0,0,1,0,0
3295,Idaho,2016-05-18,2016-06-04,Dan Jones & Associates,0.3333333333333333,600.0,32.0,49.0,7.381739907109681,0.0,32.16816,52.85345,4.659761409860664,0.0,1,0,0,0
3296,U.S.,2016-09-20,2016-09-22,The Times-Picayune/Lucid,0.3333333333333333,1192.0,42.0,38.0,8.0,0.0,44.4741,43.25367,3.312129,0.0,0,1,0,0
3297,Tennessee,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,403.0,35.51,42.91,7.381739907109681,0.0,35.1409,45.1874,4.659761409860664,0.0,0,1,0,0
3298,U.S.,2016-09-18,2016-09-20,The Times-Picayune/Lucid,0.3333333333333333,1367.0,42.0,41.0,7.0,0.0,44.52966,46.29699,2.23924,0.0,0,1,0,0
3299,New Jersey,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,677.5,48.08,33.54,7.381739907109681,0.0,48.57592,35.97986,4.659761409860664,0.0,0,1,0,0
3300,Michigan,2016-03-23,2016-03-24,SurveyUSA,0.8888888888888888,915.0,49.0,38.0,7.381739907109681,0.0,45.27774,37.67109,4.659761409860664,0.0,0,1,0,0
3301,Nevada,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,286.0,31.76,35.73,12.84,0.0,38.88067,45.9787,8.641125,0.0,0,1,0,0
3302,South Carolina,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,403.0,27.1,39.4,9.06,0.0,34.43528,48.62049,4.771924,0.0,0,1,0,0
3303,U.S.,2016-08-10,2016-08-14,Ipsos,0.7777777777777777,1116.0,41.4,34.6,8.0,0.0,43.19329,39.16596,4.950739,0.0,0,1,0,0
3304,Alabama,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,372.5,36.3,54.53,7.381739907109681,0.0,35.644,56.35091,4.659761409860664,0.0,0,1,0,0
3305,Minnesota,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,552.0,42.1,33.97,7.381739907109681,0.0,40.9473,35.5926,4.659761409860664,0.0,0,1,0,0
3306,U.S.,2016-08-25,2016-08-31,CVOTER International,0.3333333333333333,1157.5,48.36,46.05,7.381739907109681,0.0,47.19675,43.95969,4.659761409860664,0.0,0,1,0,0
3307,U.S.,2016-09-07,2016-09-13,USC Dornsife/LA Times,0.3333333333333333,2560.5,41.99,46.68,7.381739907109681,0.0,44.43349,44.81563,4.659761409860664,0.0,0,1,0,0
3308,Mississippi,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,286.0,17.52,52.99,7.26,0.0,24.23852,62.56281,3.061124,0.0,0,1,0,0
3309,North Carolina,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,778.0,33.74,37.33,9.6,0.0,41.36493,46.35735,5.280686,0.0,0,1,0,0
3310,U.S.,2016-09-17,2016-09-19,The Times-Picayune/Lucid,0.3333333333333333,1367.0,42.0,40.0,7.0,0.0,44.54617,45.334,2.193349,0.0,0,1,0,0
3311,Minnesota,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,525.0,38.29,24.77,9.46,0.0,46.23587,34.2609,5.140686,0.0,0,1,0,0
3312,Pennsylvania,2016-08-19,2016-08-25,Ipsos,0.7777777777777777,341.0,49.83,43.29,7.381739907109681,0.0,49.79755,44.574,4.659761409860664,0.0,0,1,0,0
3313,Tennessee,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,525.0,25.93,46.25,7.62,0.0,33.48149,55.80713,3.331923,0.0,0,1,0,0
3314,U.S.,2016-09-06,2016-09-12,USC Dornsife/LA Times,0.3333333333333333,2675.5,42.76,45.83,7.381739907109681,0.0,45.21198,44.00796,4.659761409860664,0.0,0,1,0,0
3315,New York,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,1041.0,37.34,28.83,7.16,0.0,45.19407,37.95734,2.873565,0.0,0,1,0,0
3316,Colorado,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,552.0,38.94,23.91,11.48,0.0,46.92247,33.45377,7.160685,0.0,0,1,0,0
3317,U.S.,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,22166.0,35.95,32.68,8.69,0.0,43.77225,41.99235,4.370685,0.0,0,1,0,0
3318,Alabama,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,403.0,17.97,56.78,5.5,0.0,25.24864,65.9123,1.211924,0.0,0,1,0,0
3319,Massachusetts,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,500.0,52.52,29.58,7.381739907109681,0.0,52.08775,32.19458,4.659761409860664,0.0,0,1,0,0
3320,U.S.,2016-08-09,2016-08-13,Ipsos,0.7777777777777777,1116.0,41.7,35.0,8.1,0.0,43.47173,39.58154,5.071691,0.0,0,1,0,0
3321,Massachusetts,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,500.0,50.66,22.0,7.53,0.0,58.8197,32.50415,3.241924,0.0,0,1,0,0
3322,Maryland,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,434.0,44.15,25.86,8.62,0.0,51.67718,35.37929,4.331923,0.0,0,1,0,0
3323,Ohio,2016-08-19,2016-08-25,Ipsos,0.7777777777777777,403.0,47.24,40.69,7.381739907109681,0.0,47.02561,41.84721,4.659761409860664,0.0,0,1,0,0
3324,U.S.,2016-08-24,2016-08-30,CVOTER International,0.3333333333333333,1157.5,48.94,46.11,7.381739907109681,0.0,47.77109,44.04166,4.659761409860664,0.0,0,1,0,0
3325,Arizona,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,372.5,43.18,46.01,7.381739907109681,0.0,42.69217,47.4562,4.659761409860664,0.0,0,1,0,0
3326,U.S.,2016-09-22,2016-09-23,YouGov,0.5555555555555556,1116.0,44.0,41.0,5.0,0.0,48.19099,45.98618,2.068352,0.0,0,0,1,0
3327,Connecticut,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,372.5,49.73,36.71,7.381739907109681,0.0,49.11869,38.95678,4.659761409860664,0.0,0,1,0,0
3328,U.S.,2016-09-16,2016-09-18,The Times-Picayune/Lucid,0.3333333333333333,1367.0,42.0,39.0,8.0,0.0,44.56603,44.36451,3.155769,0.0,0,1,0,0
3329,U.S.,2016-09-13,2016-09-15,The Times-Picayune/Lucid,0.3333333333333333,1696.5,43.0,36.0,8.0,0.0,45.63591,41.46239,3.094736,0.0,0,1,0,0
3330,U.S.,2016-09-15,2016-09-17,The Times-Picayune/Lucid,0.3333333333333333,1463.0,42.0,38.0,8.0,0.0,44.59064,43.39063,3.131184,0.0,0,1,0,0
3331,Arizona,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,525.0,37.2,32.28,8.7,0.0,45.08205,41.67873,4.380685,0.0,0,1,0,0
3332,Missouri,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,600.0,37.17,32.83,8.19,0.0,44.91353,42.02865,3.870685,0.0,0,1,0,0
3333,U.S.,2016-09-14,2016-09-16,The Times-Picayune/Lucid,0.3333333333333333,1572.0,42.0,36.0,8.0,0.0,44.6183,41.41933,3.114267,0.0,0,1,0,0
3334,U.S.,2016-08-08,2016-08-12,Ipsos,0.7777777777777777,1157.5,41.4,35.4,7.6,0.0,43.14952,39.99615,4.595017,0.0,0,1,0,0
3335,California,2016-08-19,2016-08-25,Ipsos,0.7777777777777777,525.0,60.74,25.03,7.381739907109681,0.0,60.91536,26.59822,4.659761409860664,0.0,0,1,0,0
3336,U.S.,2016-09-05,2016-09-11,USC Dornsife/LA Times,0.3333333333333333,2615.0,44.43,44.15,7.381739907109681,0.0,46.8893,42.37049,4.659761409860664,0.0,0,1,0,0
3337,Indiana,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,600.0,34.59,30.45,8.61,0.0,42.30205,39.60318,4.290685,0.0,0,1,0,0
3338,U.S.,2016-08-23,2016-08-29,CVOTER International,0.3333333333333333,1157.5,49.74,47.03,7.381739907109681,0.0,48.58226,45.00886,4.659761409860664,0.0,0,1,0,0
3339,U.S.,2016-08-09,2016-08-09,Gravis Marketing,0.4444444444444445,2868.0,42.0,37.0,9.0,0.0,42.31508,39.08965,6.601825,0.0,0,1,0,0
3340,Florida,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,1192.0,31.35,39.97,8.32,0.0,39.14791,49.02102,4.033565,0.0,0,1,0,0
3341,New Jersey,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,738.0,37.83,29.03,7.69,0.0,45.72981,38.45437,3.370686,0.0,0,1,0,0
3342,U.S.,2016-05-15,2016-05-19,NBC News/Wall Street Journal,0.7777777777777777,1000.0,46.0,43.0,7.381739907109681,0.0,46.64268,47.44946,4.659761409860664,0.0,0,0,1,0
3343,New York,2016-03-22,2016-03-29,Quinnipiac University,0.7777777777777777,1645.0,53.0,33.0,7.381739907109681,0.0,53.30048,36.00313,4.659761409860664,0.0,0,0,1,0
3344,Oklahoma,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,249.0,27.28,39.25,12.88,0.0,34.28552,49.30517,8.681124,0.0,0,1,0,0
3345,Washington,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,403.0,45.35,33.48,7.381739907109681,0.0,44.74105,35.71491,4.659761409860664,0.0,0,1,0,0
3346,Wisconsin,2016-08-05,2016-08-18,Ipsos,0.7777777777777777,500.0,37.83,36.52,7.381739907109681,0.0,37.33986,38.79317,4.659761409860664,0.0,0,1,0,0
3347,North Carolina,2016-08-12,2016-08-25,Ipsos,0.7777777777777777,403.0,48.12,44.26,7.381739907109681,0.0,47.88399,45.81453,4.659761409860664,0.0,0,1,0,0
3348,U.S.,2016-09-08,2016-09-10,The Times-Picayune/Lucid,0.3333333333333333,2309.0,43.0,37.0,7.0,0.0,45.73183,42.65738,1.930082,0.0,0,1,0,0
3349,Massachusetts,2016-04-01,2016-04-10,Western New England University,0.7777777777777777,500.0,62.0,26.0,7.381739907109681,0.0,59.86222,31.10835,4.659761409860664,0.0,0,0,1,0
3350,U.S.,2016-09-09,2016-09-11,The Times-Picayune/Lucid,0.3333333333333333,2127.0,43.0,37.0,7.0,0.0,45.71721,42.60893,1.963037,0.0,0,1,0,0
3351,Kentucky,2016-07-29,2016-08-18,Ipsos,0.7777777777777777,372.5,41.02,47.01,7.381739907109681,0.0,40.56845,49.22971,4.659761409860664,0.0,0,1,0,0
3352,Louisiana,2016-05-05,2016-05-06,JMC Enterprises,0.2222222222222222,618.0,36.0,52.0,7.381739907109681,0.0,35.69645,53.81764,4.659761409860664,0.0,0,1,0,0
3353,Arkansas,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,138.5,23.56,40.99,9.77,0.0,30.6061,51.11338,5.571125,0.0,0,1,0,0
3354,Montana,2016-08-10,2016-08-16,Google Consumer Surveys,0.5555555555555556,101.0,30.27,33.17,8.0,0.0,37.56091,43.70481,3.801124,0.0,0,1,0,0
3355,U.S.,2016-09-12,2016-09-14,The Times-Picayune/Lucid,0.3333333333333333,1611.0,44.0,36.0,7.0,0.0,46.65655,41.50687,2.065274,0.0,0,1,0,0
3356,U.S.,2016-09-04,2016-09-10,USC Dornsife/LA Times,0.3333333333333333,2560.5,44.99,43.62,7.381739907109681,0.0,47.45848,41.87916,4.659761409860664,0.0,0,1,0,0
3357,U.S.,2016-08-22,2016-08-28,CVOTER International,0.3333333333333333,1157.5,49.87,46.78,7.381739907109681,0.0,48.70794,44.79508,4.659761409860664,0.0,0,1,0,0
3358,Iowa,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,309.0,40.4,33.02,6.33,0.0,48.18221,42.93639,2.041924,0.0,0,1,0,0
3359,New Jersey,2016-04-01,2016-04-08,Rutgers University,0.4444444444444445,738.0,50.0,36.0,7.381739907109681,0.0,49.05994,40.67533,4.659761409860664,0.0,0,0,1,0
3360,Pennsylvania,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,875.0,36.18,35.21,8.12,0.0,43.8912,44.36195,3.800685,0.0,0,1,0,0
3361,Michigan,2016-08-24,2016-08-30,Google Consumer Surveys,0.5555555555555556,600.0,34.69,30.08,9.75,0.0,42.53805,39.42962,5.430686,0.0,0,1,0,0
3362,California,2016-08-31,2016-09-06,Google Consumer Surveys,0.5555555555555556,1463.0,43.85,27.51,7.93,0.0,51.70855,36.64343,3.643565,0.0,0,1,0,0
3363,U.S.,2016-09-10,2016-09-12,The Times-Picayune/Lucid,0.3333333333333333,1799.0,44.0,36.0,7.0,0.0,46.69969,41.56672,1.992855,0.0,0,1,0,0
3364,Florida,2016-08-19,2016-08-25,Ipsos,0.7777777777777777,677.5,49.05,41.88,7.381739907109681,0.0,49.64227,43.83369,4.659761409860664,0.0,0,1,0,0
3365,U.S.,2016-08-11,2016-08-14,Morning Consult,0.3333333333333333,2001.0,39.0,33.0,9.0,0.0,43.45507,41.12439,3.310135,0.0,0,0,1,0
3366,Oregon,2016-08-17,2016-08-23,Google Consumer Surveys,0.5555555555555556,372.5,37.86,25.34,8.79,0.0,45.67729,35.311,4.501924,0.0,0,1,0,0
3367,U.S.,2016-08-07,2016-08-11,Ipsos,0.7777777777777777,1116.0,40.5,35.3,7.2,0.0,42.23378,39.90596,4.222812,0.0,0,1,0,0
3368,U.S.,2016-08-21,2016-08-27,CVOTER International,0.3333333333333333,1157.5,49.91,46.9,7.381739907109681,0.0,48.73984,44.96032,4.659761409860664,0.0,0,1,0,0
