,Unnamed: 0,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
3366,3366,Oregon,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,372.5,37.86,25.34,8.79,0.0,45.67729,35.311,4.501924,0.0,0,1,0,0,0.0001496,6
3367,3367,U.S.,2016-08-07,2016-08-11,Ipsos,0.777777778,1116.0,40.5,35.3,7.2,0.0,42.23378,39.90596,4.222812,0.0,0,1,0,0,0.0001488,4
3368,3368,U.S.,2016-08-21,2016-08-27,CVOTER International,0.333333333,1157.5,49.91,46.9,7.381739907,0.0,48.73984,44.96032,4.65976141,0.0,0,1,0,0,0.0001473,6
3369,3369,U.S.,2016-09-03,2016-09-09,USC Dornsife/LA Times,0.333333333,2560.5,44.83,43.82,7.381739907,0.0,47.30788,42.10927,4.65976141,0.0,0,1,0,0,0.0001465,6
3370,3370,Louisiana,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,286.0,27.03,46.2,7.4,0.0,33.86891,55.97514,3.201124,0.0,0,1,0,0,0.0,6
3371,3371,U.S.,2016-09-11,2016-09-13,The Times-Picayune/Lucid,0.333333333,1611.0,44.0,36.0,8.0,0.0,46.681,41.53274,3.032302,0.0,0,1,0,0,0.0001457,2
3372,3372,Michigan,2016-08-12,2016-08-25,Ipsos,0.777777778,552.0,43.25,43.78,7.381739907,0.0,42.56849,45.01354,4.65976141,0.0,0,1,0,0,0.0001455,13
3373,3373,U.S.,2016-08-20,2016-08-26,CVOTER International,0.333333333,1226.0,48.48,48.62,7.381739907,0.0,47.28481,46.72941,4.65976141,0.0,0,1,0,0,0.0001436,6
3374,3374,Florida,2016-08-12,2016-08-18,Ipsos,0.777777778,1226.0,48.52,41.41,7.381739907,0.0,48.63609,44.00318,4.65976141,0.0,0,1,0,0,0.0,6
3375,3375,Nebraska,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,174.0,32.71,30.16,8.92,0.0,39.88624,40.5021,4.721124,0.0,0,1,0,0,0.0001415,6
3376,3376,U.S.,2016-09-18,2016-09-19,YouGov,0.555555556,1083.0,40.0,38.0,7.0,0.0,44.36078,43.02523,3.940205,0.0,0,0,1,0,0.0001412,1
3377,3377,U.S.,2016-09-02,2016-09-08,USC Dornsife/LA Times,0.333333333,2675.5,44.46,44.33,7.381739907,0.0,46.94378,42.6497,4.65976141,0.0,0,1,0,0,0.000141,6
3378,3378,Georgia,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,649.0,27.58,44.61,8.54,0.0,34.90589,53.81587,4.251924,0.0,0,1,0,0,0.0,6
3379,3379,Wisconsin,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,649.0,39.85,27.23,9.12,0.0,47.77729,36.69407,4.800685,0.0,0,1,0,0,0.0001364,6
3380,3380,U.S.,2016-09-07,2016-09-09,The Times-Picayune/Lucid,0.333333333,2052.0,43.0,38.0,8.0,0.0,45.74604,43.70681,2.896706,0.0,0,1,0,0,0.0001349,2
3381,3381,Ohio,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,837.0,28.93,34.5,9.55,0.0,36.74753,43.80553,5.230686,0.0,0,1,0,0,0.0001349,6
3382,3382,U.S.,2016-08-06,2016-08-10,Ipsos,0.777777778,1116.0,39.9,35.2,7.3,0.0,41.61984,39.82081,4.354777,0.0,0,1,0,0,0.0001331,4
3383,3383,Maryland,2016-07-29,2016-08-18,Ipsos,0.777777778,465.0,52.87,29.37,7.381739907,0.0,52.37947,31.52566,4.65976141,0.0,0,1,0,0,0.0001321,20
3384,3384,U.S.,2016-09-01,2016-09-07,USC Dornsife/LA Times,0.333333333,2615.0,44.5,43.44,7.381739907,0.0,46.98955,41.79105,4.65976141,0.0,0,1,0,0,0.0001303,6
3385,3385,U.S.,2016-08-19,2016-08-25,CVOTER International,0.333333333,1192.0,48.95,48.33,7.381739907,0.0,47.71281,46.49634,4.65976141,0.0,0,1,0,0,0.0001302,6
3386,3386,Virginia,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,600.0,36.24,28.95,11.18,0.0,43.77742,38.48523,6.891924,0.0,0,1,0,0,0.0001302,6
3387,3387,Georgia,2016-08-05,2016-08-18,Ipsos,0.777777778,525.0,41.99,46.04,7.381739907,0.0,41.07937,47.62739,4.65976141,0.0,0,1,0,0,0.0,13
3388,3388,U.S.,2016-08-05,2016-08-09,Ipsos,0.777777778,1157.5,41.5,33.4,7.7,0.0,43.21067,38.02843,4.780346,0.0,0,1,0,0,0.0001277,4
3389,3389,U.S.,2016-05-06,2016-05-09,Public Policy Polling,0.666666667,1226.0,42.0,38.0,4.0,0.0,44.11058,42.54449,0.7285386,0.0,0,0,0,1,0.0001253,3
3390,3390,Indiana,2016-04-18,2016-04-21,Public Opinion Strategies,0.555555556,500.0,39.0,47.0,7.381739907,0.0,35.84156,49.72917,4.65976141,0.0,0,1,0,0,0.0,3
3391,3391,Oregon,2016-07-29,2016-08-18,Ipsos,0.777777778,434.0,43.38,39.05,7.381739907,0.0,42.56898,41.08276,4.65976141,0.0,0,1,0,0,0.0001243,20
3392,3392,New Jersey,2016-08-05,2016-08-18,Ipsos,0.777777778,778.0,46.14,32.85,7.381739907,0.0,46.28984,35.74543,4.65976141,0.0,0,1,0,0,0.0001239,13
3393,3393,Texas,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,1116.0,34.09,37.44,7.83,0.0,41.83261,46.63732,3.510685,0.0,0,1,0,0,0.0001237,6
3394,3394,Kentucky,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,403.0,33.42,34.87,7.65,0.0,40.47583,45.00973,3.451124,0.0,0,1,0,0,0.0,6
3395,3395,U.S.,2016-08-09,2016-08-10,Rasmussen Reports/Pulse Opinion Research,0.333333333,1000.0,43.0,40.0,8.0,0.0,45.27834,44.92262,4.568785,0.0,0,1,0,0,0.0001228,1
3396,3396,Washington,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,600.0,43.11,24.38,9.69,0.0,50.96132,34.40398,5.401923,0.0,0,1,0,0,0.0001227,6
3397,3397,Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,249.0,34.98,30.11,12.32,0.0,42.18482,40.50013,8.121124,0.0,0,1,0,0,0.0,6
3398,3398,U.S.,2016-08-31,2016-09-06,USC Dornsife/LA Times,0.333333333,2615.0,44.13,43.76,7.381739907,0.0,46.62189,42.13914,4.65976141,0.0,0,1,0,0,0.0001217,6
3399,3399,Arizona,2016-08-05,2016-08-18,Ipsos,0.777777778,434.0,39.0,47.03,7.381739907,0.0,38.16674,48.93088,4.65976141,0.0,0,1,0,0,0.0,13
3400,3400,U.S.,2016-08-18,2016-08-24,CVOTER International,0.333333333,1192.0,47.73,48.52,7.381739907,0.0,46.45307,46.76085,4.65976141,0.0,0,1,0,0,0.0001209,6
3401,3401,Minnesota,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,525.0,36.85,24.96,9.04,0.0,44.59716,34.8218,4.751924,0.0,0,1,0,0,0.0001191,6
3402,3402,Wisconsin,2016-03-30,2016-04-03,Emerson College,0.555555556,1192.0,47.0,37.0,7.381739907,0.0,45.21298,36.7019,4.65976141,0.0,0,1,0,0,0.0001185,4
3403,3403,Virginia,2016-08-05,2016-08-18,Ipsos,0.777777778,649.0,45.18,39.02,7.381739907,0.0,44.57277,41.05002,4.65976141,0.0,0,1,0,0,0.0001185,13
3404,3404,New Mexico,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,174.0,37.35,25.97,20.47,0.0,44.56049,36.36966,16.27112,0.0,0,1,0,0,0.0001183,6
3405,3405,New York,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,1041.0,41.64,29.9,6.98,0.0,49.49403,39.25826,2.660686,0.0,0,1,0,0,0.0001175,6
3406,3406,Florida,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,1367.0,30.85,39.89,8.44,0.0,38.64788,49.16715,4.120685,0.0,0,1,0,0,0.0,6
3407,3407,Connecticut,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,309.0,41.81,26.61,9.18,0.0,49.12968,37.19317,4.981124,0.0,0,1,0,0,0.0,6
3408,3408,North Carolina,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,778.0,32.86,37.42,7.87,0.0,40.29264,46.79209,3.581923,0.0,0,1,0,0,0.0001152,6
3409,3409,Illinois,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,1041.0,34.63,28.61,9.38,0.0,42.42027,37.87616,5.060686,0.0,0,1,0,0,0.0,6
3410,3410,U.S.,2016-08-04,2016-08-08,Ipsos,0.777777778,1157.5,40.5,34.3,7.7,0.0,42.20377,38.92978,4.805486,0.0,0,1,0,0,0.000114,4
3411,3411,U.S.,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,22166.0,35.34,33.27,8.74,0.0,42.96601,42.94317,4.451923,0.0,0,1,0,0,0.0001127,6
3412,3412,U.S.,2016-08-17,2016-08-23,CVOTER International,0.333333333,1192.0,47.59,48.29,7.381739907,0.0,46.25488,46.61251,4.65976141,0.0,0,1,0,0,0.0001123,6
3413,3413,Michigan,2016-03-01,2016-03-03,Marist College,0.888888889,2239.5,52.0,36.0,7.381739907,0.0,49.5239,39.11944,4.65976141,0.0,0,0,1,0,0.000112,2
3414,3414,U.S.,2016-08-30,2016-09-05,USC Dornsife/LA Times,0.333333333,2615.0,43.55,44.34,7.381739907,0.0,46.0399,42.75024,4.65976141,0.0,0,1,0,0,0.000112,6
3415,3415,Indiana,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,618.0,31.81,35.98,9.81,0.0,39.32801,45.48502,5.521924,0.0,0,1,0,0,0.0,6
3416,3416,U.S.,2016-06-02,2016-06-05,Zogby Interactive/JZ Analytics,0.111111111,837.0,40.0,34.0,6.0,0.0,43.09587,40.55701,3.372183,0.0,0,1,0,0,0.0001104,3
3417,3417,U.S.,2016-08-29,2016-09-04,USC Dornsife/LA Times,0.333333333,2729.0,42.75,44.67,7.381739907,0.0,45.23908,43.10892,4.65976141,0.0,0,1,0,0,0.0001094,6
3418,3418,U.S.,2016-09-06,2016-09-08,The Times-Picayune/Lucid,0.333333333,1799.0,42.0,36.0,8.0,0.0,44.76111,41.75138,2.874378,0.0,0,1,0,0,0.000109,2
3419,3419,Arizona,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,525.0,35.06,26.9,11.12,0.0,42.74462,36.66442,6.831923,0.0,0,1,0,0,0.0,6
3420,3420,Colorado,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,500.0,40.49,23.95,10.86,0.0,48.27303,33.86765,6.571923,0.0,0,1,0,0,0.0,6
3421,3421,New Jersey,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,778.0,37.78,31.6,7.53,0.0,45.48202,41.39152,3.241924,0.0,0,1,0,0,0.000107,6
3422,3422,U.S.,2016-05-13,2016-05-17,CBS News/New York Times,0.777777778,1116.0,47.0,41.0,7.381739907,0.0,48.09343,44.60482,4.65976141,0.0,0,0,1,0,0.0001067,4
3423,3423,South Carolina,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,403.0,30.09,39.17,7.42,0.0,36.92584,48.93998,3.221124,0.0,0,1,0,0,0.000106,6
3424,3424,U.S.,2016-08-16,2016-08-22,CVOTER International,0.333333333,1226.0,48.35,47.48,7.381739907,0.0,46.95132,45.89702,4.65976141,0.0,0,1,0,0,0.0001047,6
3425,3425,U.S.,2016-09-10,2016-09-13,YouGov,0.555555556,1083.0,42.0,40.0,5.0,0.0,46.51212,45.26098,1.733266,0.0,0,0,1,0,0.0001039,3
3426,3426,U.S.,2016-05-14,2016-05-17,Fox News/Anderson Robbins Research/Shaw & Company Research,0.888888889,1041.0,39.0,42.0,10.0,0.0,43.64083,48.19177,5.415954,0.0,0,0,1,0,0.0001031,3
3427,3427,Michigan,2016-08-09,2016-08-10,Mitchell Research & Communications,0.0,1327.0,44.0,33.0,9.0,0.0,44.58085,36.74083,5.460193,0.0,0,1,0,0,0.0001028,1
3428,3428,U.S.,2016-08-15,2016-08-15,Gravis Marketing,0.444444444,1157.5,46.0,42.0,8.0,0.0,47.78183,46.03122,4.779514,0.0,0,0,1,0,0.0001022,0
3429,3429,Missouri,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,552.0,35.53,34.72,8.7,0.0,43.07887,44.27306,4.411923,0.0,0,1,0,0,0.0001007,6
3430,3430,North Carolina,2016-08-05,2016-08-18,Ipsos,0.777777778,434.0,47.24,45.25,7.381739907,0.0,46.6679,47.24619,4.65976141,0.0,0,1,0,0,0.0001001,13
3431,3431,California,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,1572.0,43.75,26.11,8.24,0.0,51.60852,35.47474,3.920685,0.0,0,1,0,0,0.0,6
3432,3432,U.S.,2016-08-03,2016-08-07,Ipsos,0.777777778,1116.0,40.8,33.4,8.7,0.0,42.48642,38.01765,5.83211,0.0,0,1,0,0,9.99e-05,4
3433,3433,U.S.,2016-08-15,2016-08-21,CVOTER International,0.333333333,1251.0,47.98,47.24,7.381739907,0.0,46.50173,45.76705,4.65976141,0.0,0,1,0,0,9.93e-05,6
3434,3434,Alabama,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,403.0,19.55,54.53,5.69,0.0,26.33136,64.20842,1.491124,0.0,0,1,0,0,0.0,6
3435,3435,U.S.,2016-08-28,2016-09-03,USC Dornsife/LA Times,0.333333333,2675.5,42.37,45.01,7.381739907,0.0,44.85629,43.47105,4.65976141,0.0,0,1,0,0,9.91e-05,6
3436,3436,Maryland,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,434.0,48.93,21.31,8.47,0.0,55.95042,31.39021,4.271124,0.0,0,1,0,0,9.77e-05,6
3437,3437,U.S.,2016-04-20,2016-04-24,Suffolk University,0.666666667,1000.0,50.0,39.0,7.381739907,0.0,48.78212,40.65549,4.65976141,0.0,0,1,0,0,9.65e-05,4
3438,3438,U.S.,2016-04-17,2016-04-20,George Washington University (Battleground),0.555555556,1000.0,46.0,43.0,7.381739907,0.0,45.05954,44.19451,4.65976141,0.0,0,1,0,0,9.65e-05,3
3439,3439,U.S.,2016-08-02,2016-08-06,Ipsos,0.777777778,1192.0,41.2,35.5,7.7,0.0,42.8753,40.098,4.860233,0.0,0,1,0,0,9.49e-05,4
3440,3440,U.S.,2016-08-27,2016-09-02,USC Dornsife/LA Times,0.333333333,2729.0,42.35,45.26,7.381739907,0.0,44.8434,43.75805,4.65976141,0.0,0,1,0,0,9.44e-05,6
3441,3441,Pennsylvania,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,915.0,37.04,32.82,8.22,0.0,44.55718,42.32372,3.931924,0.0,0,1,0,0,9.33e-05,6
3442,3442,U.S.,2016-03-29,2016-03-31,Marist College,0.888888889,1083.0,50.0,41.0,7.381739907,0.0,48.0942,44.85274,4.65976141,0.0,0,0,1,0,9.24e-05,2
3443,3443,Michigan,2016-08-05,2016-08-18,Ipsos,0.777777778,618.0,43.97,42.89,7.381739907,0.0,42.9443,44.5765,4.65976141,0.0,0,1,0,0,9.18e-05,13
3444,3444,Tennessee,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,465.0,24.83,41.48,9.62,0.0,31.8738,51.59951,5.421124,0.0,0,1,0,0,9.12e-05,6
3445,3445,Colorado,2016-07-29,2016-08-18,Ipsos,0.777777778,434.0,42.39,38.74,7.381739907,0.0,40.97212,40.14257,4.65976141,0.0,0,1,0,0,0.0,20
3446,3446,U.S.,2016-08-25,2016-08-27,The Times-Picayune/Lucid,0.333333333,3231.0,42.0,37.0,7.0,0.0,44.80912,43.16023,1.754389,0.0,0,1,0,0,8.98e-05,2
3447,3447,Arizona,2016-03-07,2016-03-11,Merrill Poll,0.555555556,702.0,38.0,38.0,7.381739907,0.0,37.74706,40.69516,4.65976141,0.0,0,1,0,0,0.0,4
3448,3448,Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,309.0,37.83,28.17,10.55,0.0,45.09573,38.6625,6.351124,0.0,0,1,0,0,0.0,6
3449,3449,Wisconsin,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,677.5,41.95,27.88,6.76,0.0,49.67895,37.71345,2.471924,0.0,0,1,0,0,8.8e-05,6
3450,3450,U.S.,2016-08-01,2016-08-05,Ipsos,0.777777778,1192.0,39.8,36.8,7.4,0.0,41.48343,41.3637,4.585797,0.0,0,1,0,0,8.75e-05,4
3451,3451,Michigan,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,552.0,33.34,33.02,7.94,0.0,40.99129,42.73254,3.651924,0.0,0,1,0,0,8.7e-05,6
3452,3452,U.S.,2016-09-29,2016-09-30,Google Consumer Surveys,0.555555556,875.0,35.6,31.3,10.0,0.0,42.29836,39.94966,6.630731,0.0,0,1,0,0,8.65e-05,1
3453,3453,Florida,2016-05-17,2016-05-18,Gravis Marketing,0.444444444,2560.5,46.0,42.0,7.381739907,0.0,46.37051,43.61093,4.65976141,0.0,0,0,1,0,0.0,1
3454,3454,North Carolina,2016-04-10,2016-04-15,Elon University,0.666666667,618.0,45.0,39.0,7.381739907,0.0,45.24025,43.73709,4.65976141,0.0,0,0,1,0,8.61e-05,5
3455,3455,U.S.,2016-08-26,2016-09-01,USC Dornsife/LA Times,0.333333333,2675.5,43.33,44.04,7.381739907,0.0,45.83154,42.58599,4.65976141,0.0,0,1,0,0,8.6e-05,6
3456,3456,U.S.,2016-08-14,2016-08-20,CVOTER International,0.333333333,1192.0,48.19,47.47,7.381739907,0.0,46.62422,46.10761,4.65976141,0.0,0,1,0,0,8.57e-05,6
3457,3457,U.S.,2016-07-22,2016-07-26,Ipsos,0.777777778,2309.0,37.6,38.4,5.8,0.0,41.87368,40.65538,3.090031,0.0,0,1,0,0,8.56e-05,4
3458,3458,Massachusetts,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,434.0,50.33,21.5,10.02,0.0,57.95883,32.60275,5.821125,0.0,0,1,0,0,8.56e-05,6
3459,3459,Oregon,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,372.5,45.18,26.09,6.13,0.0,52.47947,36.6392,1.931124,0.0,0,1,0,0,8.43e-05,6
3460,3460,Georgia,2016-03-31,2016-04-03,Lake Research Partners,0.666666667,403.0,50.0,37.0,7.381739907,0.0,48.55048,39.85888,4.65976141,0.0,0,1,0,0,0.0,3
3461,3461,U.S.,2016-04-28,2016-05-01,CNN/Opinion Research Corp.,0.777777778,875.0,54.0,41.0,7.381739907,0.0,53.59415,42.2301,4.65976141,0.0,0,0,1,0,8.2e-05,3
3462,3462,Florida,2016-04-25,2016-04-27,Associated Industries of Florida,0.333333333,600.0,49.0,36.0,7.381739907,0.0,48.89493,39.81429,4.65976141,0.0,0,1,0,0,0.0,2
3463,3463,U.S.,2016-07-23,2016-07-27,Ipsos,0.777777778,2052.0,39.0,36.9,5.9,0.0,43.03279,39.35464,3.190653,0.0,0,1,0,0,8.16e-05,4
3464,3464,U.S.,2016-07-21,2016-07-25,Ipsos,0.777777778,2309.0,38.0,38.2,6.2,0.0,42.28299,40.48766,3.482575,0.0,0,1,0,0,8.03e-05,4
3465,3465,U.S.,2016-08-25,2016-08-31,USC Dornsife/LA Times,0.333333333,2675.5,42.4,45.01,7.381739907,0.0,44.88417,43.58204,4.65976141,0.0,0,1,0,0,8.02e-05,6
3466,3466,Maine,2016-03-04,2016-03-10,Critical Insights,0.222222222,618.0,43.0,34.0,7.381739907,0.0,41.56599,36.13324,4.65976141,0.0,0,1,0,0,0.0,6
3467,3467,U.S.,2016-07-25,2016-07-29,Ipsos,0.777777778,1645.0,38.3,36.1,5.3,0.0,41.538,39.22968,2.586384,0.0,0,1,0,0,7.94e-05,4
3468,3468,U.S.,2016-03-19,2016-03-22,Selzer & Company,1.0,802.0,54.0,36.0,7.381739907,0.0,52.20012,36.95938,4.65976141,0.0,0,1,0,0,7.85e-05,3
3469,3469,Missouri,2016-03-17,2016-03-24,DFM Research,0.444444444,677.5,42.0,40.0,7.381739907,0.0,39.24209,41.97087,4.65976141,0.0,0,1,0,0,7.75e-05,7
3470,3470,U.S.,2016-07-24,2016-07-28,Ipsos,0.777777778,1799.0,38.4,36.8,5.7,0.0,42.06986,39.56847,2.990411,0.0,0,1,0,0,7.74e-05,4
3471,3471,Texas,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,1157.5,32.89,38.78,8.69,0.0,40.43797,48.33165,4.401923,0.0,0,1,0,0,7.72e-05,6
3472,3472,U.S.,2016-07-31,2016-08-04,Ipsos,0.777777778,1157.5,40.0,38.0,6.0,0.0,41.71976,42.50884,3.211551,0.0,0,1,0,0,7.69e-05,4
3473,3473,Ohio,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,778.0,30.73,35.27,7.48,0.0,38.35139,44.93598,3.191924,0.0,0,1,0,0,7.59e-05,6
3474,3474,U.S.,2016-09-05,2016-09-07,The Times-Picayune/Lucid,0.333333333,1327.0,42.0,35.0,9.0,0.0,44.77767,40.78865,3.84497,0.0,0,1,0,0,7.58e-05,2
3475,3475,New York,2016-04-06,2016-04-07,Emerson College,0.555555556,875.0,54.0,36.0,7.381739907,0.0,52.73761,36.03771,4.65976141,0.0,0,1,0,0,7.5e-05,1
3476,3476,U.S.,2016-09-19,2016-09-25,SurveyMonkey,0.111111111,13414.0,45.0,40.0,10.0,0.0,45.70832,42.2318,4.256923,0.0,0,1,0,0,7.47e-05,6
3477,3477,Texas,2016-02-21,2016-02-22,SurveyUSA,0.888888889,1290.0,44.0,47.0,7.381739907,0.0,40.66806,46.52518,4.65976141,0.0,0,1,0,0,7.47e-05,1
3478,3478,U.S.,2016-09-04,2016-09-06,YouGov,0.555555556,1083.0,40.0,38.0,7.0,0.0,44.62472,43.55734,3.510744,0.0,0,0,1,0,7.42e-05,2
3479,3479,U.S.,2016-07-29,2016-08-02,Ipsos,0.777777778,1290.0,42.9,35.8,5.0,0.0,44.84731,40.14262,2.230733,0.0,0,1,0,0,7.41e-05,4
3480,3480,U.S.,2016-07-27,2016-07-31,Ipsos,0.777777778,1327.0,42.8,34.0,5.2,0.0,45.15793,37.96984,2.458327,0.0,0,1,0,0,7.4e-05,4
3481,3481,U.S.,2016-07-26,2016-07-30,Ipsos,0.777777778,1415.0,40.7,34.7,5.5,0.0,43.49287,38.25547,2.772888,0.0,0,1,0,0,7.37e-05,4
3482,3482,Virginia,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,649.0,40.29,25.98,12.4,0.0,47.32027,36.07676,8.201124,0.0,0,1,0,0,7.36e-05,6
3483,3483,U.S.,2016-08-24,2016-08-30,USC Dornsife/LA Times,0.333333333,2560.5,41.87,45.29,7.381739907,0.0,44.34851,43.88401,4.65976141,0.0,0,1,0,0,7.29e-05,6
3484,3484,U.S.,2016-07-20,2016-07-24,Ipsos,0.777777778,2052.0,38.8,37.5,6.6,0.0,42.97568,39.94062,3.873155,0.0,0,1,0,0,7.27e-05,4
3485,3485,U.S.,2016-08-13,2016-08-19,CVOTER International,0.333333333,1083.0,49.45,45.85,7.381739907,0.0,47.80237,44.57787,4.65976141,0.0,0,1,0,0,7.2e-05,6
3486,3486,U.S.,2016-07-28,2016-08-01,Ipsos,0.777777778,1290.0,42.1,34.2,5.2,0.0,44.20405,38.39548,2.442217,0.0,0,1,0,0,7.2e-05,4
3487,3487,U.S.,2016-07-19,2016-07-23,Ipsos,0.777777778,1887.0,37.9,38.7,6.3,0.0,41.79591,41.46989,3.570952,0.0,0,1,0,0,7.16e-05,4
3488,3488,Illinois,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,1041.0,35.37,28.77,8.84,0.0,42.96467,38.39438,4.551924,0.0,0,1,0,0,0.0,6
3489,3489,U.S.,2016-07-30,2016-08-03,Ipsos,0.777777778,1157.5,41.6,37.4,6.0,0.0,43.41748,41.83718,3.220933,0.0,0,1,0,0,7.03e-05,4
3490,3490,U.S.,2016-08-04,2016-08-05,Morning Consult,0.333333333,2001.0,41.0,33.0,9.0,0.0,45.33686,41.18858,3.512179,0.0,0,0,1,0,6.92e-05,1
3491,3491,Minnesota,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,552.0,40.71,25.69,9.02,0.0,47.94201,36.12583,4.821125,0.0,0,1,0,0,6.83e-05,6
3492,3492,U.S.,2016-08-23,2016-08-25,The Times-Picayune/Lucid,0.333333333,2868.0,41.0,37.0,8.0,0.0,43.79767,43.22971,2.75733,0.0,0,1,0,0,6.83e-05,2
3493,3493,Washington,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,600.0,43.08,27.17,6.57,0.0,50.4122,37.77421,2.371124,0.0,0,1,0,0,6.68e-05,6
3494,3494,U.S.,2016-08-23,2016-08-29,USC Dornsife/LA Times,0.333333333,2508.5,42.32,45.07,7.381739907,0.0,44.80968,43.71121,4.65976141,0.0,0,1,0,0,6.61e-05,6
3495,3495,U.S.,2016-03-17,2016-03-20,Monmouth University,1.0,837.0,42.0,34.0,11.0,0.0,43.40899,40.04869,5.385372,0.0,0,0,1,0,6.58e-05,3
3496,3496,U.S.,2016-08-24,2016-08-26,The Times-Picayune/Lucid,0.333333333,2560.5,42.0,36.0,8.0,0.0,44.80185,42.19352,2.75782,0.0,0,1,0,0,6.55e-05,2
3497,3497,U.S.,2016-07-18,2016-07-22,Ipsos,0.777777778,1572.0,37.0,39.8,6.0,0.0,40.60118,42.92866,3.267611,0.0,0,1,0,0,6.54e-05,4
3498,3498,U.S.,2016-08-27,2016-08-29,The Times-Picayune/Lucid,0.333333333,2001.0,42.0,37.0,8.0,0.0,44.82471,43.11216,2.744662,0.0,0,1,0,0,6.52e-05,2
3499,3499,New York,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,956.0,39.08,27.65,7.77,0.0,46.73716,37.37167,3.481924,0.0,0,1,0,0,6.5e-05,6
3500,3500,Virginia,2016-05-09,2016-05-17,Roanoke College,0.333333333,618.0,38.0,38.0,7.381739907,0.0,37.83391,40.44502,4.65976141,0.0,0,1,0,0,6.42e-05,8
3501,3501,Florida,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,1290.0,32.58,40.47,7.62,0.0,40.18213,50.10599,3.331923,0.0,0,1,0,0,0.0,6
3502,3502,Colorado,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,552.0,36.77,27.97,12.19,0.0,44.03651,38.46381,7.991123,0.0,0,1,0,0,0.0,6
3503,3503,California,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,1645.0,40.62,27.65,9.69,0.0,48.28156,37.37852,5.401923,0.0,0,1,0,0,0.0,6
3504,3504,U.S.,2016-05-17,2016-05-20,American Research Group,0.333333333,1000.0,46.0,46.0,7.381739907,0.0,46.11394,47.53329,4.65976141,0.0,0,0,1,0,6.14e-05,3
3505,3505,Georgia,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,552.0,27.63,41.69,8.66,0.0,34.45681,51.44481,4.461124,0.0,0,1,0,0,0.0,6
3506,3506,U.S.,2016-08-22,2016-08-28,USC Dornsife/LA Times,0.333333333,2433.5,43.59,43.96,7.381739907,0.0,46.07536,42.63743,4.65976141,0.0,0,1,0,0,6.11e-05,6
3507,3507,U.S.,2016-08-26,2016-08-28,The Times-Picayune/Lucid,0.333333333,2001.0,43.0,37.0,7.0,0.0,45.81709,43.13218,1.744848,0.0,0,1,0,0,6.11e-05,2
