,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
3146,U.S.,2016-08-17,2016-08-21,Ipsos,0.777777778,1083,41.4,33.5,7.5,0,43.67303,37.54797,4.351913,0,0,1,0,0,0.0003591,4
3147,Kentucky,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,372.5,36.67,32.51,5.88,0,44.42896,41.73094,1.560685,0,0,1,0,0,0,6
3148,Connecticut,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,309,40.68,25.54,7.78,0,48.71888,35.16524,3.460686,0,0,1,0,0,0,6
3149,New York,2016-04-06,2016-04-10,Marist College,0.888888889,2001,61,32,7.381739907,0,59.77127,36.45396,4.65976141,0,0,0,1,0,0.0003572,4
3150,U.S.,2016-09-25,2016-09-27,The Times-Picayune/Lucid,0.333333333,1463,43,38,8,0,45.0823,43.34296,3.469662,0,0,1,0,0,0.0003569,2
3151,U.S.,2016-09-27,2016-09-29,The Times-Picayune/Lucid,0.333333333,1251,45,35,8,0,46.89717,40.40422,3.566178,0,0,1,0,0,0.0003565,2
3152,Florida,2016-09-02,2016-09-08,Ipsos,0.777777778,618,46.88,47.17,7.381739907,0,47.54567,48.61889,4.65976141,0,0,1,0,0,0,6
3153,Indiana,2016-08-12,2016-08-25,Ipsos,0.777777778,286,34.06,55.4,7.381739907,0,32.65809,55.83725,4.65976141,0,0,1,0,0,0,13
3154,U.S.,2016-09-02,2016-09-08,CVOTER International,0.333333333,1251,46.06,48.23,7.381739907,0,44.89637,45.88734,4.65976141,0,0,1,0,0,0.0003547,6
3155,Connecticut,2016-08-05,2016-08-25,Ipsos,0.777777778,372.5,49.91,37.43,7.381739907,0,49.46841,39.42889,4.65976141,0,0,1,0,0,0,20
3156,South Carolina,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,434,31.75,41.66,6.94,0,39.27557,50.54384,2.620686,0,0,1,0,0,0.0003534,6
3157,Vermont,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,66,59.87,9.46,11.43,0,67.36604,20.33959,7.231124,0,0,1,0,0,0.0003526,6
3158,Minnesota,2016-08-12,2016-08-25,Ipsos,0.777777778,525,43.51,34.62,7.381739907,0,42.70504,35.78469,4.65976141,0,0,1,0,0,0.0003525,13
3159,Oregon,2016-08-12,2016-09-01,Ipsos,0.777777778,403,44.3,39.17,7.381739907,0,43.92506,40.51625,4.65976141,0,0,1,0,0,0.0003503,20
3160,Georgia,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,552,31.85,40.74,6.54,0,39.36602,49.4079,2.253565,0,0,1,0,0,0,6
3161,Ohio,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,837,31.14,34.34,8.12,0,38.85782,43.12321,4.018874,0,0,1,0,0,0.000348,6
3162,Colorado,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,618,37.36,28.53,13.01,0,45.3425,37.8319,8.723566,0,0,1,0,0,0,6
3163,Tennessee,2016-08-12,2016-08-25,Ipsos,0.777777778,372.5,32.71,45.65,7.381739907,0,32.68139,47.4796,4.65976141,0,0,1,0,0,0.0003455,13
3164,U.S.,2016-09-26,2016-09-28,The Times-Picayune/Lucid,0.333333333,1290,42,37,8,0,43.98454,42.37712,3.522681,0,0,1,0,0,0.0003455,2
3165,Alabama,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,465,17.11,56.17,7.88,0,24.57778,64.97036,3.560686,0,0,1,0,0,0,6
3166,U.S.,2016-09-24,2016-09-26,The Times-Picayune/Lucid,0.333333333,1500,43,39,7,0,45.18564,44.30573,2.426857,0,0,1,0,0,0.0003401,2
3167,Louisiana,2016-08-05,2016-08-25,Ipsos,0.777777778,341,39.41,50.38,7.381739907,0,39.24406,52.33738,4.65976141,0,0,1,0,0,0.0003399,20
3168,District of Columbia,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,66,44.16,24.78,6.22,0,51.8114,35.92068,2.021124,0,0,1,0,0,0,6
3169,Arizona,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,649,34.87,34.6,9.84,0,42.75208,43.76542,5.553566,0,0,1,0,0,0,6
3170,Illinois,2016-08-12,2016-08-18,Ipsos,0.777777778,778,56.22,29.58,7.381739907,0,55.86147,31.69384,4.65976141,0,0,1,0,0,0,6
3171,Maryland,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,500,45.83,24.29,6.87,0,53.5514,33.45668,2.550685,0,0,1,0,0,0.0003354,6
3172,U.S.,2016-09-14,2016-09-20,USC Dornsife/LA Times,0.333333333,2615,42.18,46.34,7.381739907,0,44.56773,44.32663,4.65976141,0,0,1,0,0,0.0003352,6
3173,Washington,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,600,41.52,25.56,9.75,0,49.57219,34.95661,5.463565,0,0,1,0,0,0.0003345,6
3174,U.S.,2016-06-17,2016-06-20,American Research Group,0.333333333,1000,50,41,7.381739907,0,50.64273,42.94807,4.65976141,0,0,0,1,0,0.0003341,3
3175,U.S.,2016-08-16,2016-08-20,Ipsos,0.777777778,1083,41.9,34.2,6.9,0,44.085,38.3578,3.76296,0,0,1,0,0,0.0003336,4
3176,Kentucky,2016-08-05,2016-08-25,Ipsos,0.777777778,403,43.04,45.34,7.381739907,0,42.75073,47.31715,4.65976141,0,0,1,0,0,0,20
3177,Nevada,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,249,30.03,41.46,9.33,0,37.6614,51.14157,5.041924,0,0,1,0,0,0.0003292,6
3178,Florida,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,1327,30.85,41.04,7.31,0,38.5489,49.79866,3.208874,0,0,1,0,0,0,6
3179,Indiana,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,702,29.21,35.57,9.81,0,36.92208,44.50436,5.523566,0,0,1,0,0,0,6
3180,Texas,2016-08-12,2016-08-18,Ipsos,0.777777778,915,32.35,45.87,7.381739907,0,31.75843,47.72116,4.65976141,0,0,1,0,0,0.0003234,6
3181,Oklahoma,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,249,24.4,42.18,11.97,0,31.91169,51.67517,7.681924,0,0,1,0,0,0.0003199,6
3182,Kansas,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,207,43.82,26.61,10.51,0,51.73702,36.05923,6.190686,0,0,1,0,0,0,6
3183,U.S.,2016-08-31,2016-09-06,CVOTER International,0.333333333,1251,46.84,47.19,7.381739907,0,45.68447,44.9068,4.65976141,0,0,1,0,0,0.0003178,6
3184,New Hampshire,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,66,51.53,20.86,9.86,0,59.1159,31.8906,5.661124,0,0,1,0,0,0.0003176,6
3185,U.S.,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,22726,34.83,33.61,8.85,0,42.65228,42.69414,4.563566,0,0,1,0,0,0.0003167,6
3186,U.S.,2016-10-07,2016-10-08,YouGov,0.555555556,956,44,38,5,0,46.73128,43.33478,2.972512,0,0,0,1,0,0.0003139,1
3187,Virginia,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,552,36.11,29.32,11.95,0,43.84188,38.28127,7.663566,0,0,1,0,0,0.0003138,6
3188,Montana,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,101,35.91,28.11,10.43,0,43.71838,38.06713,6.141924,0,0,1,0,0,0.0003122,6
3189,U.S.,2016-08-15,2016-08-19,Ipsos,0.777777778,1116,40,34.7,6.8,0,42.08669,38.9705,3.671942,0,0,1,0,0,0.0003095,4
3190,Missouri,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,649,35.45,31.19,8.54,0,43.19356,40.16715,4.253565,0,0,1,0,0,0.0003075,6
3191,Nebraska,2016-07-29,2016-08-18,Ipsos,0.777777778,174,34.72,49.39,7.381739907,0,33.80489,51.23142,4.65976141,0,0,1,0,0,0.0003062,20
3192,Texas,2016-08-19,2016-08-25,Ipsos,0.777777778,434,32.13,45.36,7.381739907,0,32.01288,46.57562,4.65976141,0,0,1,0,0,0.0003051,6
3193,Maryland,2016-03-30,2016-04-03,ABC News/Washington Post,1,738,63,28,7.381739907,0,60.84333,30.40937,4.65976141,0,0,0,1,0,0.0003026,4
3194,North Carolina,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,738,30.2,39.03,8.48,0,37.82496,47.84595,4.193565,0,0,1,0,0,0.0003022,6
3195,New Hampshire,2016-07-29,2016-08-18,Ipsos,0.777777778,174,40.68,39.45,7.381739907,0,39.63585,41.45245,4.65976141,0,0,1,0,0,0.0003015,20
3196,Pennsylvania,2016-08-26,2016-09-01,Ipsos,0.777777778,341,48.05,41.77,7.381739907,0,48.10629,42.77993,4.65976141,0,0,1,0,0,0.0003003,6
3197,U.S.,2016-06-05,2016-06-08,Fox News/Anderson Robbins Research/Shaw & Company Research,0.888888889,1000,39,36,12,0,43.98994,42.28405,7.686329,0,0,0,1,0,0.0003001,3
3198,Illinois,2016-08-19,2016-08-25,Ipsos,0.777777778,372.5,52.63,26.24,7.381739907,0,52.74742,27.71488,4.65976141,0,0,1,0,0,0,6
3199,U.S.,2016-09-13,2016-09-19,USC Dornsife/LA Times,0.333333333,2508.5,41.73,47.09,7.381739907,0,44.12511,45.08552,4.65976141,0,0,1,0,0,0.0002984,6
3200,U.S.,2016-09-23,2016-09-25,The Times-Picayune/Lucid,0.333333333,1415,42,39,7,0,44.27631,44.28222,2.396273,0,0,1,0,0,0.0002983,2
3201,Tennessee,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,500,27.05,44.62,7.13,0,34.7962,53.8225,2.810686,0,0,1,0,0,0.0002977,6
3202,Maine,2016-07-29,2016-08-18,Ipsos,0.777777778,207,32.92,37.19,7.381739907,0,31.89776,39.14135,4.65976141,0,0,1,0,0,0.0002955,20
3203,Nevada,2016-07-29,2016-08-18,Ipsos,0.777777778,341,39.99,38.33,7.381739907,0,39.07573,40.13291,4.65976141,0,0,1,0,0,0.0002945,20
3204,Delaware,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,101,34.47,32.29,7.92,0,41.55663,42.48149,3.721124,0,0,1,0,0,0,6
3205,Arizona,2016-04-04,2016-04-11,Behavior Research Center (Rocky Mountain),0.888888889,552,42,35,7.381739907,0,41.80709,40.09843,4.65976141,0,0,0,1,0,0,7
3206,Massachusetts,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,500,48.64,23.46,7.08,0,57.00684,33.55894,2.760685,0,0,1,0,0,0.000291,6
3207,Arizona,2016-08-19,2016-09-01,Ipsos,0.777777778,372.5,41.38,44.56,7.381739907,0,41.16546,45.53203,4.65976141,0,0,1,0,0,0,13
3208,West Virginia,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,101,34.34,38.67,7.44,0,41.52763,49.03123,3.241124,0,0,1,0,0,0.0002901,6
3209,U.S.,2016-08-14,2016-08-18,Ipsos,0.777777778,1116,40.6,33.6,7.2,0,42.59361,37.96601,4.076345,0,0,1,0,0,0.000287,4
3210,U.S.,2016-08-22,2016-08-23,Gravis Marketing,0.444444444,1500,42,41,4,0,43.08773,42.21512,1.400351,0,0,1,0,0,0.0002869,1
3211,Virginia,2016-06-13,2016-06-15,Public Policy Polling,0.666666667,1041,42,39,6,0,45.63581,42.53782,3.236132,0,0,0,0,1,0.0002869,2
3212,Arkansas,2016-07-29,2016-08-18,Ipsos,0.777777778,286,39.83,44.73,7.381739907,0,39.14159,46.70596,4.65976141,0,0,1,0,0,0,20
3213,U.S.,2016-08-30,2016-09-05,CVOTER International,0.333333333,1226,48.1,46.09,7.381739907,0,46.94249,43.83789,4.65976141,0,0,1,0,0,0.0002864,6
3214,Louisiana,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,286,21.03,51.78,3.31,0,28.36847,61.00546,-0.9780765,0,0,1,0,0,0.0002788,6
3215,California,2016-08-26,2016-09-01,Ipsos,0.777777778,525,62.67,24.2,7.381739907,0,62.9375,25.4827,4.65976141,0,0,1,0,0,0,6
3216,Kansas,2016-07-29,2016-08-18,Ipsos,0.777777778,341,37.04,47.54,7.381739907,0,35.45173,48.72849,4.65976141,0,0,1,0,0,0,20
3217,Wisconsin,2016-08-12,2016-08-25,Ipsos,0.777777778,465,36.15,39.27,7.381739907,0,36.00692,41.0862,4.65976141,0,0,1,0,0,0.0002753,13
3218,Massachusetts,2016-08-12,2016-08-25,Ipsos,0.777777778,403,46.28,32.51,7.381739907,0,46.21077,34.64537,4.65976141,0,0,1,0,0,0.0002742,13
3219,New York,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,915,39.81,31.36,5.45,0,47.56296,40.18879,1.348874,0,0,1,0,0,0.0002734,6
3220,Oregon,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,403,42.39,27.93,10.15,0,50.40743,37.52427,5.830685,0,0,1,0,0,0.0002721,6
3221,U.S.,2016-03-31,2016-04-03,Harvard University,0.333333333,3587,46,40,7.381739907,0,44.95583,42.02061,4.65976141,0,0,1,0,0,0.0002718,3
3222,New Jersey,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,738,35.95,33.11,6.52,0,43.84984,42.29955,2.233565,0,0,1,0,0,0.0002718,6
3223,U.S.,2016-08-29,2016-09-04,CVOTER International,0.333333333,1226,48.55,46.5,7.381739907,0,47.39166,44.27657,4.65976141,0,0,1,0,0,0.0002709,6
3224,U.S.,2016-09-12,2016-09-18,USC Dornsife/LA Times,0.333333333,2433.5,41.11,47.77,7.381739907,0,43.5197,45.78115,4.65976141,0,0,1,0,0,0.0002706,6
3225,Oregon,2016-05-10,2016-05-13,Clout Research/Wenzel Strategies,0.111111111,649,42,44,7.381739907,0,42.00606,43.82209,4.65976141,0,0,1,0,0,0.0002705,3
3226,Illinois,2016-03-04,2016-03-10,Marist College,0.888888889,1949,57,32,7.381739907,0,55.12963,35.71187,4.65976141,0,0,0,1,0,0,6
3227,Ohio,2016-08-26,2016-09-01,Ipsos,0.777777778,372.5,43.1,45.95,7.381739907,0,42.97681,46.82488,4.65976141,0,0,1,0,0,0.0002694,6
3228,Washington,2016-08-12,2016-08-25,Ipsos,0.777777778,341,49.27,32.57,7.381739907,0,49.01266,34.34163,4.65976141,0,0,1,0,0,0.0002682,13
3229,California,2016-09-07,2016-09-13,Google Consumer Surveys,0.555555556,1572,43.37,26.36,8.99,0,51.12728,35.1944,4.888874,0,0,1,0,0,0,6
3230,Iowa,2016-07-29,2016-08-18,Ipsos,0.777777778,372.5,41.22,41.45,7.381739907,0,40.46792,43.51781,4.65976141,0,0,1,0,0,0,20
3231,Maryland,2016-08-05,2016-08-25,Ipsos,0.777777778,525,53.02,30.47,7.381739907,0,52.69075,32.38381,4.65976141,0,0,1,0,0,0.0002666,20
3232,Florida,2016-06-21,2016-06-24,YouGov,0.555555556,1192,44,41,3,0,47.53918,45.28711,0.6218556,0,0,1,0,0,0,3
3233,North Carolina,2016-08-19,2016-09-01,Ipsos,0.777777778,403,48.92,43.83,7.381739907,0,48.95225,44.93111,4.65976141,0,0,1,0,0,0.0002658,13
3234,New York,2016-08-12,2016-08-18,Ipsos,0.777777778,1000,51.99,29.64,7.381739907,0,51.9376,32.09962,4.65976141,0,0,1,0,0,0.0002645,6
3235,U.S.,2016-08-18,2016-08-20,Morning Consult,0.333333333,2001,39,36,8,0,43.92688,43.61547,2.231982,0,0,0,1,0,0.0002631,2
3236,U.S.,2016-05-31,2016-06-05,IBD/TIPP,0.777777778,837,45,40,7.381739907,0,48.34197,43.45657,4.65976141,0,0,0,1,0,0.0002617,5
3237,Wisconsin,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,778,40.83,29.07,8.31,0,48.75732,38.2969,4.023566,0,0,1,0,0,0.0002615,6
3238,Oklahoma,2016-07-29,2016-08-18,Ipsos,0.777777778,372.5,29.21,58.44,7.381739907,0,27.49439,59.36002,4.65976141,0,0,1,0,0,0.0002604,20
3239,Michigan,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,618,35.17,29.24,7.78,0,43.01808,38.3592,3.493566,0,0,1,0,0,0.0002603,6
3240,U.S.,2016-08-13,2016-08-17,Ipsos,0.777777778,1116,39.5,35.4,7.1,0,41.41698,39.8439,3.989076,0,0,1,0,0,0.0002595,4
3241,New York,2016-08-19,2016-08-25,Ipsos,0.777777778,500,53.3,31.38,7.381739907,0,53.72556,33.1961,4.65976141,0,0,1,0,0,0.000259,6
3242,Iowa,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,341,33.58,32.81,8.15,0,41.56164,42.35257,3.830685,0,0,1,0,0,0,6
3243,New York,2016-04-15,2016-04-17,Emerson College,0.555555556,1041,55,36,7.381739907,0,54.00657,36.05464,4.65976141,0,0,1,0,0,0.0002577,2
3244,U.S.,2016-09-11,2016-09-17,USC Dornsife/LA Times,0.333333333,2508.5,40.98,47.7,7.381739907,0,43.39322,45.74012,4.65976141,0,0,1,0,0,0.0002557,6
3245,Kansas,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,286,40.04,26.88,9.46,0,47.75889,36.69778,5.171924,0,0,1,0,0,0,6
3246,Mississippi,2016-03-28,2016-03-30,"Mason-Dixon Polling & Research, Inc.",0.666666667,618,43,46,7.381739907,0,41.80843,49.4924,4.65976141,0,0,0,1,0,0.0002538,2
3247,U.S.,2016-08-28,2016-09-03,CVOTER International,0.333333333,1251,49.37,45.52,7.381739907,0,48.20887,43.31871,4.65976141,0,0,1,0,0,0.0002537,6
3248,Missouri,2016-08-05,2016-08-18,Ipsos,0.777777778,372.5,46.15,41.13,7.381739907,0,45.12907,42.75386,4.65976141,0,0,1,0,0,0.0002476,13
3249,California,2016-05-31,2016-06-03,YouGov,0.555555556,1192,48,33,7.381739907,0,49.1915,35.01883,4.65976141,0,0,1,0,0,0,3
3250,U.S.,2016-09-22,2016-09-24,The Times-Picayune/Lucid,0.333333333,1251,42,39,7,0,44.35987,44.25793,2.367388,0,0,1,0,0,0.0002469,2
3251,Nebraska,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,174,24.5,38.25,11.3,0,32.18918,48.02152,7.011924,0,0,1,0,0,0.0002466,6
3252,New Mexico,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,207,41.65,25.13,19.84,0,49.37478,34.95696,15.55192,0,0,1,0,0,0.0002445,6
3253,U.S.,2016-09-26,2016-10-02,SurveyMonkey,0.111111111,26749.5,46,40,9,0,46.08079,42.42253,3.526254,0,0,1,0,0,0.0002439,6
3254,U.S.,2016-09-10,2016-09-16,USC Dornsife/LA Times,0.333333333,2560.5,41.23,47.22,7.381739907,0,43.64671,45.28746,4.65976141,0,0,1,0,0,0.000243,6
3255,U.S.,2016-08-12,2016-08-16,Ipsos,0.777777778,1116,40,35.2,7.8,0,41.85073,39.70427,4.705981,0,0,1,0,0,0.0002422,4
3256,Wisconsin,2016-04-12,2016-04-15,St. Norbert College,0.777777778,618,46,34,7.381739907,0,45.66917,37.89381,4.65976141,0,0,0,1,0,0.0002408,3
3257,Louisiana,2016-07-29,2016-08-18,Ipsos,0.777777778,434,38.11,48.16,7.381739907,0,37.7879,50.35556,4.65976141,0,0,1,0,0,0,20
3258,U.S.,2016-08-27,2016-09-02,CVOTER International,0.333333333,1251,49.25,45.13,7.381739907,0,48.09598,42.96571,4.65976141,0,0,1,0,0,0.0002368,6
3259,Oregon,2016-08-05,2016-08-25,Ipsos,0.777777778,465,44.92,36.58,7.381739907,0,44.27813,38.36528,4.65976141,0,0,1,0,0,0.0002358,20
3260,Pennsylvania,2016-08-12,2016-08-18,Ipsos,0.777777778,778,45.79,45.28,7.381739907,0,45.28409,47.19728,4.65976141,0,0,1,0,0,0.0002337,6
3261,Connecticut,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,341,43.88,26.51,8.72,0,51.7183,36.51371,4.431924,0,0,1,0,0,0,6
3262,Indiana,2016-08-05,2016-08-18,Ipsos,0.777777778,341,36.31,54.13,7.381739907,0,34.56884,55.01332,4.65976141,0,0,1,0,0,0,13
3263,Connecticut,2016-04-10,2016-04-11,Emerson College,0.555555556,1041,48,40,7.381739907,0,46.30123,39.7132,4.65976141,0,0,1,0,0,0,1
3264,Georgia,2016-08-12,2016-08-25,Ipsos,0.777777778,500,43.33,46.33,7.381739907,0,42.7515,47.48124,4.65976141,0,0,1,0,0,0,13
3265,Pennsylvania,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,802,33,34.57,10.74,0,40.71123,43.5032,6.453565,0,0,1,0,0,0.0002275,6
3266,Colorado,2016-08-05,2016-08-25,Ipsos,0.777777778,552,43.04,39.74,7.381739907,0,41.79034,40.89575,4.65976141,0,0,1,0,0,0,20
3267,New Hampshire,2016-04-11,2016-04-16,Dartmouth College,0.555555556,372.5,34,29,7.381739907,0,35.77157,34.62419,4.65976141,0,0,0,1,0,0.0002242,5
3268,U.S.,2016-08-30,2016-09-01,The Times-Picayune/Lucid,0.333333333,1083,43,34,9,0,45.84131,40.01566,3.744904,0,0,1,0,0,0.0002242,2
3269,South Carolina,2016-07-29,2016-08-18,Ipsos,0.777777778,286,41.09,50.04,7.381739907,0,40.61251,52.078,4.65976141,0,0,1,0,0,0.0002234,20
3270,U.S.,2016-10-01,2016-10-03,YouGov,0.555555556,915,43,40,5,0,46.30094,45.25875,2.567282,0,0,0,1,0,0.000222,2
3271,U.S.,2016-08-11,2016-08-15,Ipsos,0.777777778,1116,40.4,34.4,8.1,0,42.21324,38.94485,5.030067,0,0,1,0,0,0.0002212,4
3272,U.S.,2016-08-26,2016-09-01,CVOTER International,0.333333333,1251,48.98,45.46,7.381739907,0,47.83412,43.34364,4.65976141,0,0,1,0,0,0.000221,6
3273,Virginia,2016-08-12,2016-08-25,Ipsos,0.777777778,649,47.58,36.67,7.381739907,0,47.31274,38.25294,4.65976141,0,0,1,0,0,0.0002206,13
3274,U.S.,2016-09-09,2016-09-15,USC Dornsife/LA Times,0.333333333,2508.5,41.04,47.41,7.381739907,0,43.46505,45.48721,4.65976141,0,0,1,0,0,0.0002198,6
3275,Florida,2016-08-26,2016-09-01,Ipsos,0.777777778,600,48.23,44.6,7.381739907,0,48.91302,46.27288,4.65976141,0,0,1,0,0,0,6
3276,Kentucky,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,372.5,34.88,39.74,7.66,0,42.444,49.31661,3.371923,0,0,1,0,0,0,6
3277,Michigan,2016-08-19,2016-09-01,Ipsos,0.777777778,500,41.5,42.49,7.381739907,0,41.09111,43.25212,4.65976141,0,0,1,0,0,0.000217,13
3278,Ohio,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,837,29.08,35.47,9.51,0,36.89756,44.54773,5.223566,0,0,1,0,0,0.0002162,6
3279,Idaho,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,174,24.07,40.41,15.11,0,31.29459,50.83335,10.91112,0,0,1,0,0,0,6
3280,U.S.,2016-09-21,2016-09-23,The Times-Picayune/Lucid,0.333333333,1157.5,42,38,9,0,44.42528,43.24786,4.344448,0,0,1,0,0,0.0002139,2
3281,U.S.,2016-08-15,2016-08-16,Rasmussen Reports/Pulse Opinion Research,0.333333333,1000,41,39,9,0,43.47845,43.73645,5.450114,0,0,1,0,0,0.0002135,1
3282,Georgia,2016-05-09,2016-05-12,Time/Abt SRBI,0.777777778,837,41,45,7.381739907,0,41.92482,48.80692,4.65976141,0,0,0,1,0,0,3
3283,Washington,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,600,40.49,26.91,10.23,0,48.54216,36.55442,5.910685,0,0,1,0,0,0.0002115,6
3284,Georgia,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,552,25.87,43.94,8.9,0,33.386,52.81,4.580685,0,0,1,0,0,0,6
3285,U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,1,837,44,46,7.381739907,0,43.38139,48.4281,4.65976141,0,0,0,1,0,0.0002091,3
3286,Illinois,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,1192,34.91,29.27,9.22,0,42.7003,38.31068,4.933566,0,0,1,0,0,0,6
3287,Ohio,2016-08-12,2016-08-18,Ipsos,0.777777778,837,45.31,38.71,7.381739907,0,44.6188,40.50812,4.65976141,0,0,1,0,0,0.0002089,6
3288,Texas,2016-08-31,2016-09-06,Google Consumer Surveys,0.555555556,1157.5,30.5,39.55,9.18,0,38.24264,48.52589,4.893566,0,0,1,0,0,0.0002084,6
3289,U.S.,2016-09-19,2016-09-21,The Times-Picayune/Lucid,0.333333333,1290,41,40,8,0,43.50698,45.26969,3.277802,0,0,1,0,0,0.0002077,2
3290,California,2016-08-12,2016-08-18,Ipsos,0.777777778,1192,63.14,26.06,7.381739907,0,62.83726,28.27206,4.65976141,0,0,1,0,0,0,6
3291,Virginia,2016-08-24,2016-08-30,Google Consumer Surveys,0.555555556,600,38.52,29.96,10.23,0,46.25185,39.14177,5.910685,0,0,1,0,0,0.0002053,6
3292,U.S.,2016-06-15,2016-06-26,Pew Research Center,0.666666667,1645,45,36,11,0,47.54013,40.94243,6.186181,0,0,0,1,0,0.000205,11
3293,Florida,2016-06-10,2016-06-16,Saint Leo University,0.333333333,465,45.8,33.1,5.9,0,47.08817,39.67825,1.626889,0,0,1,0,0,0,6
3294,U.S.,2016-09-08,2016-09-14,USC Dornsife/LA Times,0.333333333,2508.5,41.34,47.22,7.381739907,0,43.77347,45.32092,4.65976141,0,0,1,0,0,0.0002047,6
3295,Idaho,2016-05-18,2016-06-04,Dan Jones & Associates,0.333333333,600,32,49,7.381739907,0,32.16816,52.85345,4.65976141,0,1,0,0,0,0,17
3296,U.S.,2016-09-20,2016-09-22,The Times-Picayune/Lucid,0.333333333,1192,42,38,8,0,44.4741,43.25367,3.312129,0,0,1,0,0,0.0002036,2
3297,Tennessee,2016-08-05,2016-08-18,Ipsos,0.777777778,403,35.51,42.91,7.381739907,0,35.1409,45.1874,4.65976141,0,0,1,0,0,0.0002029,13
3298,U.S.,2016-09-18,2016-09-20,The Times-Picayune/Lucid,0.333333333,1367,42,41,7,0,44.52966,46.29699,2.23924,0,0,1,0,0,0.0002028,2
3299,New Jersey,2016-08-12,2016-08-25,Ipsos,0.777777778,677.5,48.08,33.54,7.381739907,0,48.57592,35.97986,4.65976141,0,0,1,0,0,0.000202,13
3300,Michigan,2016-03-23,2016-03-24,SurveyUSA,0.888888889,915,49,38,7.381739907,0,45.27774,37.67109,4.65976141,0,0,1,0,0,0.0002007,1
3301,Nevada,2016-08-10,2016-08-16,Google Consumer Surveys,0.555555556,286,31.76,35.73,12.84,0,38.88067,45.9787,8.641125,0,0,1,0,0,0.0001992,6
3302,South Carolina,2016-08-17,2016-08-23,Google Consumer Surveys,0.555555556,403,27.1,39.4,9.06,0,34.43528,48.62049,4.771924,0,0,1,0,0,0.0001984,6
3303,U.S.,2016-08-10,2016-08-14,Ipsos,0.777777778,1116,41.4,34.6,8,0,43.19329,39.16596,4.950739,0,0,1,0,0,0.0001976,4
3304,Alabama,2016-07-29,2016-08-18,Ipsos,0.777777778,372.5,36.3,54.53,7.381739907,0,35.644,56.35091,4.65976141,0,0,1,0,0,0,20
3305,Minnesota,2016-08-05,2016-08-18,Ipsos,0.777777778,552,42.1,33.97,7.381739907,0,40.9473,35.5926,4.65976141,0,0,1,0,0,0.0001955,13
3306,U.S.,2016-08-25,2016-08-31,CVOTER International,0.333333333,1157.5,48.36,46.05,7.381739907,0,47.19675,43.95969,4.65976141,0,0,1,0,0,0.000195,6
